year,region,sector,value
"2008","TN","nmp",0.0164501410310047
"2008","TN","brd",0.0143090201989919
"2008","TN","bnk",0.0152193246143857
"2008","TN","ore",0.0168041774495247
"2008","TN","edu",0.0167518596135193
"2008","TN","ote",0.020418410821781
"2008","TN","man",0.0143090201989919
"2008","TN","mch",0.0164501410310047
"2008","TN","dat",0.0143090201989919
"2008","TN","amd",0.0153697594155487
"2008","TN","oil",0.0208438435128977
"2008","TN","hos",0.0194814530014543
"2008","TN","rnt",0.0153697594155487
"2008","TN","pla",0.0164501410310047
"2008","TN","fof",0.0186819028667857
"2008","TN","fin",0.0152193246143857
"2008","TN","tsv",0.0143090201989919
"2008","TN","nrs",0.0194814530014543
"2008","TN","sec",0.0152193246143857
"2008","TN","art",0.0153697594155487
"2008","TN","mov",0.0143090201989919
"2008","TN","fpd",0.018490343061894
"2008","TN","slg",0.0149435825146183
"2008","TN","pri",0.0164501410310047
"2008","TN","grd",0.0117100265343266
"2008","TN","pip",0.0117100265343266
"2008","TN","sle",0.0149435825146183
"2008","TN","osv",0.0143090201989919
"2008","TN","trn",0.0117100265343266
"2008","TN","smn",0.0217510688755606
"2008","TN","fmt",0.0164501410310047
"2008","TN","pet",0.0164501410310047
"2008","TN","mvt",0.020418410821781
"2008","TN","cep",0.0186819028667857
"2008","TN","wst",0.0168041774495247
"2008","TN","mot",0.020418410821781
"2008","TN","adm",0.0143090201989919
"2008","TN","soc",0.0194814530014543
"2008","TN","alt",0.0184634890946689
"2008","TN","pmt",0.0164501410310047
"2008","TN","trk",0.0117100265343266
"2008","TN","fdd",0.0149435825146183
"2008","TN","gmt",0.0217510688755606
"2008","TN","wtt",0.0117100265343266
"2008","TN","wpd",0.018490343061894
"2008","TN","wht",0.0164501410310047
"2008","TN","oth",0.0149435825146183
"2008","TN","wrh",0.0143090201989919
"2008","TN","ott",0.0217510688755606
"2008","TN","che",0.0164501410310047
"2008","TN","air",0.0117100265343266
"2008","TN","mmf",0.0164501410310047
"2008","TN","otr",0.0117100265343266
"2008","TN","min",0.0208438435128977
"2008","WI","ppd",0.0149128478693215
"2008","WI","res",0.01584079386989
"2008","WI","com",0.0171157199469131
"2008","WI","amb",0.0214631985423179
"2008","WI","fbp",0.0185278417570575
"2008","WI","rec",0.0188634823830825
"2008","WI","con",0.0149128478693215
"2008","WI","agr",0.0185278417570575
"2008","WI","eec",0.0193360499029448
"2008","WI","use",0.0197749067506015
"2008","WI","fnd",0.0197749067506015
"2008","WI","pub",0.0171157199469131
"2008","WI","hou",0.0172975413912188
"2008","WI","fbt",0.0185278417570575
"2008","WI","ins",0.0168562914652122
"2008","WI","tex",0.0152130478935937
"2008","WI","leg",0.0171157199469131
"2008","WI","fen",0.0197749067506015
"2008","WI","uti",0.0172975413912188
"2008","WI","nmp",0.0149128478693215
"2008","WI","brd",0.0171157199469131
"2008","WI","bnk",0.0168562914652122
"2008","WI","ore",0.0172975413912188
"2008","WI","edu",0.0181964160803827
"2008","WI","ote",0.0180015448369708
"2008","WI","man",0.0171157199469131
"2008","WI","mch",0.0149128478693215
"2008","WI","dat",0.0171157199469131
"2008","WI","amd",0.0188634823830825
"2008","WI","oil",0.0220901068324328
"2008","WI","hos",0.0214631985423179
"2008","WI","rnt",0.0188634823830825
"2008","WI","pla",0.0149128478693215
"2008","WI","fof",0.0193360499029448
"2008","WI","fin",0.0168562914652122
"2008","WI","tsv",0.0171157199469131
"2008","WI","nrs",0.0214631985423179
"2008","WI","sec",0.0168562914652122
"2008","WI","art",0.0188634823830825
"2008","WI","mov",0.0171157199469131
"2008","WI","fpd",0.0172185385369633
"2008","WI","slg",0.0197749067506015
"2008","WI","pri",0.0149128478693215
"2008","WI","grd",0.0172682595790774
"2008","WI","pip",0.0172682595790774
"2008","WI","sle",0.0197749067506015
"2008","WI","osv",0.0171157199469131
"2008","WI","trn",0.0172682595790774
