year,sector1,sector2,value
"1997","com","nrs",0.274219364720248
"1997","com","sec",1.5217858743054
"1997","com","art",0.0723379457954116
"1997","com","mov",0.3811700832054
"1997","com","fpd",0.103820488329055
"1997","com","slg",4.54349169841517
"1997","com","pri",0.583297431952824
"1997","com","grd",0.0226347527322092
"1997","com","pip",0.00332581453372782
"1997","com","sle",0.674415085100449
"1997","com","osv",0.691623323973328
"1997","com","trn",0.184261584265879
"1997","com","smn",0.00428625236788352
"1997","com","fmt",0.553677555926439
"1997","com","pet",0.498822240158714
"1997","com","mvt",0.552213585059746
"1997","com","cep",3.33654897057896
"1997","com","wst",0.0748044142007731
"1997","com","mot",0.272609200735283
"1997","com","adm",2.42443841267116
"1997","com","soc",0.132427159409002
"1997","com","alt",0.151010791976758
"1997","com","pmt",0.129385832356534
"1997","com","trk",0.0257461654700934
"1997","com","fdd",6.15734804981689
"1997","com","gmt",0.0347768740016327
"1997","com","wtt",0.000763891556738534
"1997","com","wpd",0.16665390990951
"1997","com","wht",0.617800728500522
"1997","com","wrh",0.0120996050832739
"1997","com","ott",0.139071211988127
"1997","com","che",0.723626574136325
"1997","com","air",0.0831654177654726
"1997","com","mmf",0.211120667300969
"1997","com","otr",0.0278423946187975
"1997","com","min",0.104940819940415
"1997","amb","amb",9.6634000191352
"1997","amb","rec",0.0039681653558645
"1997","amb","fnd",0.162663685990338
"1997","amb","hos",5.22370645019949
"1997","amb","tsv",0.0719862269098357
"1997","amb","nrs",0.144436961385879
"1997","amb","art",0.256696559115808
"1997","amb","slg",4.2686155511996
"1997","amb","osv",0.196616390379945
"1997","amb","adm",0.135559366430858
"1997","fbp","ppd",0.823925664503051
"1997","fbp","res",29.0199153371796
"1997","fbp","amb",0.00946635684333699
"1997","fbp","fbp",117.988793728979
"1997","fbp","rec",2.74955390420626
"1997","fbp","agr",21.3254133832529
"1997","fbp","pub",0.0982869148714477
"1997","fbp","fbt",0.0194404157050729
"1997","fbp","tex",0.0503774067869532
"1997","fbp","fen",0.717731585974149
"1997","fbp","nmp",0.205399130022744
"1997","fbp","edu",5.01925166038579
"1997","fbp","man",0.00843834892835902
"1997","fbp","dat",0.000776551664421473
"1997","fbp","amd",2.96894387041463
"1997","fbp","hos",2.34417833603443
"1997","fbp","pla",0.0906522915049733
"1997","fbp","fof",0.405564207761426
"1997","fbp","tsv",0.668794354302705
"1997","fbp","nrs",3.13041547365984
"1997","fbp","art",0.197572139136468
"1997","fbp","mov",0.0346318451901551
"1997","fbp","slg",27.9657047433828
"1997","fbp","pri",0.499909849100975
"1997","fbp","osv",1.20023131414396
"1997","fbp","trn",6.51190307711442E-5
"1997","fbp","pet",0.0898222308779484
"1997","fbp","mvt",0.00109366679338737
"1997","fbp","soc",2.77962114971719
"1997","fbp","alt",1.36477258394038
"1997","fbp","pmt",0.00521069841978417
"1997","fbp","trk",0.000167987281895209
"1997","fbp","fdd",1.08779765831238
"1997","fbp","gmt",0.00390021072037824
"1997","fbp","wtt",0.104467332587733
"1997","fbp","wpd",0.009600399790171
"1997","fbp","wht",0.115775578556927
"1997","fbp","ott",0.00882012132310127
"1997","fbp","che",2.04942023682152
"1997","fbp","air",0.313319391970921
"1997","fbp","mmf",0.00392577306415033
"1997","fbp","otr",0.015850912715436
"1997","rec","ppd",0.0103733158862001
"1997","rec","res",0.101576010669348
"1997","rec","com",0.0644570298806676
"1997","rec","amb",0.0861693868368018
"1997","rec","fbp",0.0326140924229856
"1997","rec","rec",0.00397960002276943
"1997","rec","con",0.0425185697531641
"1997","rec","agr",0.012813690640444
"1997","rec","eec",0.00115671541682706
"1997","rec","fnd",0.0151978917368554
"1997","rec","pub",0.0249371645271817
"1997","rec","hou",0.00100029478826099
"1997","rec","fbt",0.00317329401373167
"1997","rec","ins",0.021748999698228
"1997","rec","tex",0.00124122410349273
"1997","rec","leg",0.0582079178250993
"1997","rec","uti",0.0152952610299331
"1997","rec","nmp",0.00588712274352275
"1997","rec","brd",0.0240549534901397
"1997","rec","bnk",0.130879993178604
"1997","rec","ore",0.13198066927745
"1997","rec","edu",0.0130866598675308
"1997","rec","ote",0.00213210169896448
"1997","rec","man",0.105864728789614
"1997","rec","mch",0.0168443722426675
"1997","rec","dat",0.0188031819609006
"1997","rec","amd",0.0388704121747975
"1997","rec","hos",0.00306100514279276
"1997","rec","rnt",0.0178999235497951
"1997","rec","pla",0.0196758484657971
"1997","rec","fin",0.0099708521463139
"1997","rec","tsv",0.142411869498473
"1997","rec","nrs",0.0101290837473162
"1997","rec","sec",0.037505756388401
"1997","rec","art",0.0264300725636087
"1997","rec","mov",0.0132405000446688
"1997","rec","fpd",0.00490019492928782
"1997","rec","slg",0.280783930918604
"1997","rec","pri",0.0106041355740801
"1997","rec","sle",0.123240196779827
"1997","rec","osv",0.0110595341428388
"1997","rec","smn",0.00209152586608566
"1997","rec","fmt",0.019170781443215
"1997","rec","pet",0.0050793664289448
"1997","rec","mvt",0.001459421204581
"1997","rec","cep",0.0174296789947043
"1997","rec","wst",0.00958467278835645
"1997","rec","mot",0.0124766130757237
"1997","rec","adm",0.138891040708726
"1997","rec","soc",0.00915239052604054
"1997","rec","alt",0.00127602061840556
"1997","rec","pmt",0.00627623457447101
"1997","rec","fdd",1.30602604142259
"1997","rec","wpd",0.00821203446336707
"1997","rec","wht",0.0229905151763612
"1997","rec","ott",0.0101570376303065
"1997","rec","che",0.0241272457974688
"1997","rec","mmf",0.00955639435076066
"1997","rec","otr",0.000902289577317489
"1997","con","ppd",1.17538948672737
"1997","con","res",1.05958175588906
"1997","con","com",0.0298607600140838
"1997","con","amb",0.396862675983445
"1997","con","fbp",2.10954247119465
"1997","con","rec",0.39892039222833
"1997","con","con",0.198112657774232
"1997","con","agr",0.951158546005877
"1997","con","eec",0.280922011887545
"1997","con","fnd",2.22952353184718
"1997","con","pub",0.142377593082381
"1997","con","hou",8.38789803712153
"1997","con","fbt",0.0589553609851111
"1997","con","ins",0.068168911839238
"1997","con","tex",0.4721905582973
"1997","con","leg",0.191449686144644
"1997","con","fen",0.510379048849858
"1997","con","uti",1.21496573284496
"1997","con","nmp",0.758063407300241
"1997","con","brd",2.0827226232865
"1997","con","bnk",5.89397399690064
"1997","con","ore",12.1327671685744
"1997","con","edu",0.178544955306964
"1997","con","ote",0.31013275555477
"1997","con","man",0.231715194385551
"1997","con","mch",0.941977325184237
"1997","con","dat",0.0233974101125838
"1997","con","amd",0.440885699560582
"1997","con","oil",0.308272956711951
"1997","con","hos",0.40122752206528
"1997","con","rnt",0.246675556791049
"1997","con","pla",1.05581175905984
"1997","con","fof",0.0570182886662166
"1997","con","fin",0.248530806053229
"1997","con","tsv",0.763790298798634
"1997","con","nrs",0.24355064703362
"1997","con","sec",0.30666841432778
"1997","con","art",0.0973783753671362
"1997","con","mov",0.171641300338198
"1997","con","fpd",0.204540343442487
"1997","con","slg",11.4665042359751
"1997","con","pri",0.375393245040453
"1997","con","grd",0.022730924712887
"1997","con","pip",0.0612763860374631
"1997","con","sle",13.5416465187429
"1997","con","osv",2.4258983128268
"1997","con","trn",0.103713478469747
"1997","con","smn",0.282496575124822
"1997","con","fmt",1.23759325164068
"1997","con","pet",0.155631269993446
"1997","con","mvt",0.306609019215669
"1997","con","cep",1.92569290143994
"1997","con","wst",0.0084934664457658
"1997","con","mot",0.6381080499413
"1997","con","adm",0.257216303782877
"1997","con","soc",0.180392794788373
"1997","con","alt",0.341803035737967
"1997","con","pmt",1.45138086095933
"1997","con","trk",0.0527535654722345
"1997","con","fdd",6.15509711349672
"1997","con","gmt",0.0422359298547192
"1997","con","wtt",0.0296561428469373
"1997","con","wpd",0.607000357871594
"1997","con","wht",0.244222310453983
"1997","con","wrh",0.0782520061562157
"1997","con","ott",0.115971567748971
"1997","con","che",2.80366114029663
"1997","con","air",0.0526331284888117
"1997","con","mmf",0.473099530900972
"1997","con","otr",0.236970017992752
"1997","con","min",1.63117241302081
"1997","agr","res",0.649518018080245
"1997","agr","fbp",136.261818907297
"1997","agr","rec",0.121538232164776
"1997","agr","con",1.16206356920534
"1997","agr","agr",30.1691333282585
"1997","agr","fbt",0.00580031961914463
"1997","agr","tex",4.77818880728328
"1997","agr","leg",0.00300518276227006
"1997","agr","bnk",0.000741454345929556
"1997","agr","edu",0.104136566502842
"1997","agr","man",0.00521463562923001
"1997","agr","amd",0.0121823132339754
"1997","agr","fof",0.597715713912222
"1997","agr","tsv",0.110792121974332
"1997","agr","slg",1.66806179196768
"1997","agr","osv",0.0233356926131405
"1997","agr","smn",0.00405238968935706
"1997","agr","mvt",0.174313181536193
"1997","agr","adm",0.468720963754749
"1997","agr","gmt",0.00034077822710323
"1997","agr","wht",0.172500331431399
"1997","agr","ott",0.00254012373403773
"1997","agr","che",6.07108891573298
"1997","agr","mmf",0.329027844762907
"1997","agr","otr",0.0266797632955691
"1997","agr","min",0.034462677518972
"1997","eec","ppd",0.333559443241646
"1997","eec","res",0.418350336596778
"1997","eec","com",0.215623617879056
"1997","eec","amb",0.0121597080760764
"1997","eec","fbp",0.685192299915696
"1997","eec","rec",0.0940181701824025
"1997","eec","con",21.4005232098941
"1997","eec","agr",0.426417926988632
"1997","eec","eec",11.0652431033179
"1997","eec","fnd",0.703519689109324
"1997","eec","pub",0.000847739596593361
"1997","eec","fbt",0.000472311328081162
"1997","eec","ins",0.00717541958774824
"1997","eec","tex",0.16063388354426
"1997","eec","leg",0.00159051896442981
"1997","eec","fen",0.00369043509779347
"1997","eec","uti",0.000828375803080877
"1997","eec","nmp",0.115373658575558
"1997","eec","brd",1.87252051821335
"1997","eec","bnk",0.114667389310434
"1997","eec","ore",0.120438124030733
"1997","eec","edu",0.471267698637754
"1997","eec","ote",1.96025447620345
"1997","eec","man",0.0954575874939311
"1997","eec","mch",10.4790221476614
"1997","eec","dat",0.110966114814099
"1997","eec","amd",0.183620651812067
"1997","eec","oil",0.0379742259036899
"1997","eec","hos",0.173262763481499
"1997","eec","rnt",0.0735761908719431
"1997","eec","pla",1.19020940977338
"1997","eec","fof",0.31632087802898
"1997","eec","tsv",1.2164131458257
"1997","eec","nrs",0.092839003105812
"1997","eec","sec",0.0353608707151028
"1997","eec","art",0.011813533897615
"1997","eec","fpd",0.058922247937362
"1997","eec","slg",1.10851038118859
"1997","eec","pri",0.179901486643562
"1997","eec","grd",0.0170462660509834
"1997","eec","pip",0.00013500158582554
"1997","eec","sle",1.42069119248124
"1997","eec","osv",1.37516153662411
"1997","eec","trn",0.0142121460113607
"1997","eec","smn",0.0316141077219386
"1997","eec","fmt",2.11993990818599
"1997","eec","pet",0.0506902829385699
"1997","eec","mvt",0.0551896907991488
"1997","eec","cep",8.21339206711369
"1997","eec","wst",0.118907147115154
"1997","eec","mot",4.1686203423043
"1997","eec","adm",0.697876141491078
"1997","eec","soc",0.0883400448139038
"1997","eec","alt",0.22127706106341
"1997","eec","pmt",2.22678897387963
"1997","eec","trk",0.000609071018663484
"1997","eec","fdd",0.295783088514481
"1997","eec","gmt",0.00540030918628816
"1997","eec","wtt",0.0202296197881636
"1997","eec","wpd",1.76433641592918
"1997","eec","wht",0.025422531496149
"1997","eec","wrh",0.0673016246705468
"1997","eec","ott",0.00274024202133479
"1997","eec","che",0.911628328019167
"1997","eec","air",0.00250681749104522
"1997","eec","mmf",0.880831523648624
"1997","eec","otr",0.00284383471708167
"1997","eec","min",0.0195076820386333
"1997","pub","res",0.104388177757864
"1997","pub","com",0.185737378602669
"1997","pub","amb",0.269499885936363
"1997","pub","fbp",0.0132515190312851
"1997","pub","rec",0.0356504399696396
"1997","pub","con",0.0623562926256631
"1997","pub","agr",0.0318373169321025
"1997","pub","eec",0.0284329458002446
"1997","pub","fnd",0.0927746695222321
"1997","pub","pub",16.4585659144971
"1997","pub","hou",0.00627655236804385
"1997","pub","fbt",0.00697442633271564
"1997","pub","ins",0.0292034880116098
"1997","pub","leg",0.220734542277216
"1997","pub","fen",0.00578040566798295
"1997","pub","uti",0.0229011812444237
"1997","pub","nmp",0.00322136810054357
"1997","pub","brd",0.16175749753236
"1997","pub","bnk",0.237477690651065
"1997","pub","ore",0.164207655269579
"1997","pub","edu",0.220339019023168
"1997","pub","ote",0.00481206053574702
"1997","pub","man",0.352390113224538
"1997","pub","mch",0.0122318620962777
"1997","pub","dat",0.156822717947685
"1997","pub","amd",0.0642989188076032
"1997","pub","oil",0.00212277808796634
"1997","pub","hos",0.100836470019154
"1997","pub","rnt",0.34041641037778
"1997","pub","pla",0.00948390196984905
"1997","pub","fin",0.034844464716477
"1997","pub","tsv",1.46522888155415
"1997","pub","nrs",0.0736509373680764
"1997","pub","sec",0.144695136242014
"1997","pub","art",0.00262577699519901
"1997","pub","mov",0.0475728656500669
"1997","pub","fpd",0.00112141779943547
"1997","pub","slg",4.58560983370746
"1997","pub","pri",0.0296600655542063
"1997","pub","sle",0.0108783592770611
"1997","pub","osv",0.574229148893992
"1997","pub","trn",0.0023980250805304
"1997","pub","fmt",0.0194570725592556
"1997","pub","mvt",0.0191409647896969
"1997","pub","cep",0.110400398054419
"1997","pub","wst",0.0042741615413506
"1997","pub","mot",0.0123672121366232
"1997","pub","adm",0.710069055430475
"1997","pub","soc",0.585421787077187
"1997","pub","pmt",0.00345483468520626
"1997","pub","trk",0.00233766371141531
"1997","pub","fdd",0.119709370329662
"1997","pub","gmt",0.000331172667131401
"1997","pub","wpd",0.00106951835884279
"1997","pub","wht",0.0687692315506494
"1997","pub","wrh",0.00367410592680336
"1997","pub","ott",0.00307470982407822
"1997","pub","che",0.0637620565282298
"1997","pub","air",0.0156959034914778
"1997","pub","mmf",0.0185455075553467
"1997","pub","otr",0.045522519715952
"1997","ins","ppd",0.21435951500065
"1997","ins","res",1.28450501558937
"1997","ins","com",0.474635523517619
"1997","ins","amb",5.14658755910183
"1997","ins","fbp",1.43401560954481
"1997","ins","rec",0.460206670301786
"1997","ins","con",0.151443296438752
"1997","ins","agr",1.94592708997334
"1997","ins","eec",0.483123137010695
"1997","ins","fnd",8.65922533550138
"1997","ins","pub",0.389278456767315
"1997","ins","hou",5.85958829107915
"1997","ins","fbt",0.0825036738227076
"1997","ins","ins",83.5598505332834
"1997","ins","tex",0.526676522096513
"1997","ins","leg",1.69702823485148
"1997","ins","fen",0.0805953495152459
"1997","ins","uti",0.175499262180912
"1997","ins","nmp",0.44139656139061
"1997","ins","brd",0.307339987625325
"1997","ins","bnk",2.83913764295089
"1997","ins","ore",11.2012637971683
"1997","ins","edu",0.353776487697951
"1997","ins","ote",0.18441943272145
"1997","ins","man",0.0809192223680839
"1997","ins","mch",0.852873294116943
"1997","ins","amd",0.427504770217259
"1997","ins","oil",0.886662387102832
"1997","ins","hos",7.61352558294921
"1997","ins","rnt",1.40864185556681
"1997","ins","pla",0.376376361719935
"1997","ins","fof",0.502066306430145
"1997","ins","fin",3.83384760805577
"1997","ins","tsv",2.73602770677898
"1997","ins","nrs",1.70536879411236
"1997","ins","sec",2.95381825831034
"1997","ins","art",0.547718062068717
"1997","ins","mov",0.965701121433993
"1997","ins","fpd",0.167915780602662
"1997","ins","slg",0.655595674576625
"1997","ins","pri",0.0723054907244877
"1997","ins","grd",0.304503357472976
"1997","ins","pip",0.0486200015567547
"1997","ins","sle",1.06906786839978
"1997","ins","osv",0.835075713774618
"1997","ins","trn",0.00338696620411864
"1997","ins","smn",0.17564779877486
"1997","ins","fmt",0.37374800868948
"1997","ins","pet",0.208755398792588
"1997","ins","mvt",0.566361562422217
"1997","ins","cep",3.36316881692671
"1997","ins","wst",0.36353323744675
"1997","ins","mot",1.13456233257667
"1997","ins","adm",2.21606338462825
"1997","ins","soc",0.539602233561026
"1997","ins","alt",1.24688132314334
"1997","ins","pmt",0.200021013348647
"1997","ins","trk",0.841422244480046
"1997","ins","gmt",0.0405066207658407
"1997","ins","wtt",0.333767721581706
"1997","ins","wpd",0.107272835003235
"1997","ins","wht",1.49815531053758
"1997","ins","wrh",0.0505764578861592
"1997","ins","ott",0.230563029975071
"1997","ins","che",2.51637157723202
"1997","ins","air",1.47757139104061
"1997","ins","mmf",0.333663559424724
"1997","ins","otr",0.338025660396709
"1997","ins","min",0.366313515629427
"1997","tex","ppd",1.29237106287277
"1997","tex","res",0.288748024559753
"1997","tex","amb",0.0292675408546661
"1997","tex","fbp",0.17936132734097
"1997","tex","rec",0.159730002776782
"1997","tex","con",3.05905486359711
"1997","tex","agr",0.259518823641751
"1997","tex","eec",0.000868594694701643
"1997","tex","fnd",0.147913198840932
"1997","tex","pub",0.0210257947067128
"1997","tex","fbt",0.00172018514959901
"1997","tex","tex",21.3006190360602
"1997","tex","nmp",0.212541617894645
"1997","tex","brd",0.00856996057040064
"1997","tex","ore",0.0249837142395505
"1997","tex","edu",0.0280229931187541
"1997","tex","ote",0.526651145600165
"1997","tex","man",0.00138422562892222
"1997","tex","mch",0.427433029473692
"1997","tex","dat",0.00491061131602864
"1997","tex","amd",1.22862493366813
"1997","tex","hos",0.288488485618292
"1997","tex","rnt",0.102019831727445
"1997","tex","pla",1.89067295873381
"1997","tex","fof",0.168080786365128
"1997","tex","tsv",0.103724897479219
"1997","tex","nrs",1.62423168927452
"1997","tex","mov",0.0598904970827154
"1997","tex","fpd",2.7639121235385
"1997","tex","slg",1.82036213348212
"1997","tex","pri",0.51048047614345
"1997","tex","pip",2.31285809195076E-5
"1997","tex","sle",0.0108305882608768
"1997","tex","osv",0.417476102874344
"1997","tex","pet",0.0166891207337484
"1997","tex","mvt",0.0120981064515818
"1997","tex","cep",0.0136208725386533
"1997","tex","wst",0.0288245801092127
"1997","tex","mot",5.61731967215364
"1997","tex","adm",0.0648579853992643
"1997","tex","soc",0.284233437368065
"1997","tex","alt",24.4670047901511
"1997","tex","trk",0.000213524093805335
"1997","tex","fdd",0.333082947349492
"1997","tex","gmt",0.00076014458293334
"1997","tex","wtt",0.111135618372289
"1997","tex","wpd",0.878823999683552
"1997","tex","wht",0.0118346183091791
"1997","tex","wrh",0.000550380080053408
"1997","tex","ott",0.0193900532730817
"1997","tex","che",0.00430395692525607
"1997","tex","mmf",3.16068941146035
"1997","tex","otr",0.024566005217444
"1997","tex","min",0.00263575136390478
"1997","leg","ppd",0.276524779919116
"1997","leg","res",1.26066394184321
"1997","leg","com",2.57096339211975
"1997","leg","amb",2.96126976252533
"1997","leg","fbp",1.02382570744963
"1997","leg","rec",0.702097065747095
"1997","leg","con",4.05479165888843
"1997","leg","agr",0.221152457521636
"1997","leg","eec",0.197196912885519
"1997","leg","fnd",0.101655757122613
"1997","leg","pub",2.01043481744479
"1997","leg","hou",1.60215622895698
"1997","leg","fbt",0.0338645874860964
"1997","leg","ins",7.25904722136774
"1997","leg","tex",0.197391391553073
"1997","leg","leg",1.45740951556356
"1997","leg","fen",0.657927570688286
"1997","leg","uti",2.27025382321368
"1997","leg","nmp",0.197051640658134
"1997","leg","brd",2.59884679902133
"1997","leg","bnk",2.9484386590764
"1997","leg","ore",7.2618835610923
"1997","leg","edu",0.19481682320502
"1997","leg","ote",1.75188372048656
"1997","leg","man",3.23598468464492
"1997","leg","mch",0.976155757964113
"1997","leg","dat",0.42577587981948
"1997","leg","amd",0.725780611202528
"1997","leg","oil",0.533920557265632
"1997","leg","hos",3.4487513598724
"1997","leg","rnt",0.275370460419767
"1997","leg","pla",0.584849357072186
"1997","leg","fof",0.145765115099237
"1997","leg","fin",1.3459358068635
"1997","leg","tsv",5.32982829512713
"1997","leg","nrs",0.515398343928728
"1997","leg","sec",2.54256179074358
"1997","leg","art",0.508522363182087
"1997","leg","mov",0.943562669897437
"1997","leg","fpd",0.179878798548621
"1997","leg","slg",4.14070969468233
"1997","leg","pri",0.285229830347072
"1997","leg","grd",0.0421136119645413
"1997","leg","pip",0.0955806993417852
"1997","leg","sle",0.325797249896357
"1997","leg","osv",1.47913470761908
"1997","leg","trn",0.153564389889354
"1997","leg","smn",0.255698889157051
"1997","leg","fmt",0.5574731394206
"1997","leg","pet",0.218677769778007
"1997","leg","mvt",0.202184384073953
"1997","leg","cep",1.25264907447323
"1997","leg","wst",0.217149656143155
"1997","leg","mot",1.78038122608925
"1997","leg","adm",2.61378283367977
"1997","leg","soc",0.176977245726474
"1997","leg","alt",0.187218181595272
"1997","leg","pmt",0.214931962552813
"1997","leg","trk",0.0193056522758852
"1997","leg","fdd",0.528919544079833
"1997","leg","gmt",0.0701878136398556
"1997","leg","wtt",0.0350603218555322
"1997","leg","wpd",0.280158388878769
"1997","leg","wht",1.29612960009885
"1997","leg","wrh",0.0189764571023042
"1997","leg","ott",0.205905411712506
"1997","leg","che",1.59766353407031
"1997","leg","air",0.302698319678822
"1997","leg","mmf",0.7129159547968
"1997","leg","otr",0.187130496059986
"1997","leg","min",0.538249896906832
"1997","fen","res",4.42409495552881
"1997","fen","com",0.370725045365806
"1997","fen","amb",1.34003788469902
"1997","fen","rec",0.155318220112071
"1997","fen","con",0.00883976300622406
"1997","fen","agr",0.027294773651483
"1997","fen","eec",0.744755012144773
"1997","fen","fnd",1.13541505178343
"1997","fen","pub",2.2696763500898
"1997","fen","fbt",0.226429333329244
"1997","fen","ins",0.17232505287115
"1997","fen","tex",0.0086464626190003
"1997","fen","leg",0.767622094399768
"1997","fen","fen",0.00677559843946653
"1997","fen","uti",0.345130266225235
"1997","fen","brd",0.341409891623042
"1997","fen","bnk",2.52139912056438
"1997","fen","ore",0.352455867658984
"1997","fen","edu",0.497087688250861
