"yr","Dim2","Val"
"2001","IL",482.840986914107
"2001","NC",304.965125468924
"2001","VA",354.144686656944
"2001","CT",165.662537669703
"2001","MI",329.559208747004
"2001","DE",46.3994792298096
"2001","HI",62.5966991603559
"2001","GA",327.367834081099
"2001","CA",1401.75220241707
"2001","ME",38.7686354092567
"2001","MA",318.370207195435
"2001","MS",70.9881113329111
"2001","WA",252.830949100533
"2001","TX",772.593416537813
"2001","AL",126.494928442545
"2001","NV",93.2775845065225
"2001","SD",23.843294340371
"2001","MN",185.588440728312
"2001","VT",19.2762190068486
"2001","MO",186.791361432928
"2001","IN",197.936162378144
"2001","LA",137.566987191437
"2001","KS",90.0426305136123
"2001","AR",68.8048099966957
"2001","NY",835.77465782967
"2001","OR",108.319704809357
"2001","ND",20.7757835136569
"2001","SC",125.752786556565
"2001","ID",36.656348339072
"2001","NJ",359.382882563385
"2001","UT",74.4883686519379
"2001","MT",23.1606965671576
"2001","DC",83.6650750872932
"2001","PA",408.338895699833
"2001","WY",18.5525371841161
"2001","CO",197.695135437462
"2002","IA",92.8760834310342
"2002","FL",554.825257657097
"2002","MD",242.161563903958
"2002","OH",400.256120857109
"2002","TN",189.468167184639
"2002","WI",180.956442018496
"2002","RI",43.6206901647426
"2002","AK",35.6828383506683
"2002","WV",43.0128492062665
"2002","AZ",181.168796033287
"2002","NH",52.525330157545
"2002","OK",101.87292492912
"2002","NE",60.3944072641799
"2002","KY",128.138985274972
"2002","NM",67.6100634111634
"2002","IL",492.576731985558
"2002","NC",314.574846303458
"2002","VA",365.243346503786
"2002","CT",168.558689935109
"2002","MI",342.725985051954
"2002","DE",45.5505749573577
"2002","HI",66.2983022872355
"2002","GA",335.593818975167
"2002","CA",1443.97605420775
"2002","ME",40.4879914293609
"2002","MA",323.73914188341
"2002","MS",73.8857751830799
"2002","WA",262.213708325815
"2002","TX",787.9804198862
"2002","AL",132.281412006907
"2002","NV",99.3682954478437
"2002","SD",26.8154957706239
"2002","MN",192.729311795549
"2002","VT",20.0374580260269
"2002","MO",192.441528765423
"2002","IN",204.977743637759
"2002","LA",139.776598669255
"2002","KS",92.4681258915015
"2002","AR",72.1397405646338
"2002","NY",840.135609363974
"2002","OR",112.343868207026
"2002","ND",22.3714790982752
"2002","SC",130.919752332898
"2002","ID",38.0150374930676
"2002","NJ",372.725776063173
"2002","UT",77.1564024768756
"2002","MT",24.3394670957878
"2002","DC",88.1449765500904
"2002","PA",418.124048078776
"2002","WY",19.0932312359584
"2002","CO",199.763292531729
"2003","IA",99.1349553804032
"2003","FL",589.021973667361
"2003","MD",253.011352361553
"2003","OH",412.771729042857
"2003","TN",198.874965331303
"2003","WI",189.469200588208
"2003","RI",45.3081752814594
"2003","AK",37.7636782666353
"2003","WV",44.4218934772964
"2003","AZ",194.908483848205
"2003","NH",54.6710546859542
"2003","OK",108.466911816722
"2003","NE",65.5340120521888
"2003","KY",133.897984902618
"2003","NM",72.1616333091142
"2003","IL",507.279690602252
"2003","NC",327.585627521281
"2003","VA",382.488520038955
"2003","CT",174.38618425432
"2003","MI",354.160723362509
"2003","DE",47.5894884376259
"2003","HI",70.4264603396582
"2003","GA",349.571773821687
"2003","CA",1533.55481830961
"2003","ME",42.5024951635536
"2003","MA",334.578499646788
"2003","MS",79.2007904238327
"2003","WA",271.807562772165
"2003","TX",829.215841467947
"2003","AL",138.518514874127
"2003","NV",105.891181168771
"2003","SD",28.1720554039108
"2003","MN",205.431826302543
"2003","VT",21.0007791820085
"2003","MO",200.407601325855
"2003","IN",216.394182152095
"2003","LA",155.250144656294
"2003","KS",97.1081907034905
"2003","AR",76.6766587945861
"2003","NY",854.048888535041
"2003","OR",118.607089537143
"2003","ND",24.3770684662471
"2003","SC",137.29011277632
"2003","ID",39.6480960123222
"2003","NJ",387.573470499033
"2003","UT",80.1374377718931
"2003","MT",26.2208584661402
"2003","DC",92.6443747911111
"2003","PA",436.372201499963
"2003","WY",20.9892822324657
"2003","CO",203.558987900019
"2004","IA",110.674294859886
"2004","FL",639.409306450924
"2004","MD",271.086917168114
"2004","OH",432.990597028699
"2004","TN",212.632107164768
"2004","WI",201.094863244877
"2004","RI",48.8024938363048
"2004","AK",41.5312999104285
"2004","WV",47.1062157365028
"2004","AZ",207.565019048327
"2004","NH",57.6313403545958
"2004","OK",116.336807252541
"2004","NE",69.1383875413446
"2004","KY",141.661318405401
"2004","NM",79.2968142948767
"2004","IL",535.15659895773
"2004","NC",347.771355168426
"2004","VA",408.333447224816
"2004","CT",193.478499873611
"2004","MI",361.249074257908
"2004","DE",51.2124483631883
"2004","HI",77.3069619976916
"2004","GA",373.5927042248
"2004","CA",1642.76619164212
"2004","ME",45.4112545970276
"2004","MA",350.997466116331
"2004","MS",83.0814621776587
"2004","WA",282.732929578953
"2004","TX",906.591772842748
"2004","AL",152.660772366247
"2004","NV",120.460045894181
"2004","SD",30.3797433405689
"2004","MN",220.222672767429
"2004","VT",22.3936047236776
"2004","MO",210.722575118835
"2004","IN",229.363292751263
"2004","LA",170.488023683675
"2004","KS",100.572300987721
"2004","AR",82.7447571486104
"2004","NY",901.186382644919
"2004","OR",127.159086327584
"2004","ND",25.4179068116717
"2004","SC",142.463995254227
"2004","ID",43.0025286561559
"2004","NJ",402.864837918522
"2004","UT",86.2717527617699
"2004","MT",28.4925136012224
"2004","DC",99.7855617894161
"2004","PA",460.742780310283
"2004","WY",23.2093227860349
"2004","CO",210.616890373103
"2005","IA",116.100512338682
"2005","FL",702.959620955992
"2005","MD",290.555403800718
"2005","OH",453.134209893787
"2005","TN",220.985514744106
"2005","WI",211.294600782287
"2005","RI",51.2492566093988
"2005","AK",46.8853738467248
"2005","WV",51.3771787240103
"2005","AZ",230.258490221455
"2005","NH",59.710468073855
"2005","OK",127.045699794057
"2005","NE",73.0000973603198
"2005","KY",152.573677521312
"2005","NM",83.2917707634305
"2005","IL",561.256267660425
"2005","NC",374.386456931374
"2005","VA",437.817759783389
"2005","CT",205.050348869674
"2005","MI",372.990687036621
"2005","DE",51.6007401532672
"2005","HI",83.6436479768387
"2005","GA",397.571575814534
"2005","CA",1759.86894521259
"2005","ME",46.746098328546
"2005","MA",366.684358054497
"2005","MS",86.3545031281673
"2005","WA",309.576496144917
"2005","TX",984.932098962136
"2005","AL",162.638276263268
"2005","NV",134.937630857595
"2005","SD",31.5117437998807
"2005","MN",233.425239795929
"2005","VT",23.2241016221722
"2005","MO",219.773448677533
"2005","IN",235.89117401617
"2005","LA",199.657405940926
"2005","KS",107.874156182774
"2005","AR",88.0952812745342
"2005","NY",958.853528935734
"2005","OR",134.249681740643
"2005","ND",26.8534587890161
"2005","SC",149.321865767885
"2005","ID",47.1119383731653
"2005","NJ",418.628354330199
"2005","UT",94.9144766509983
"2005","MT",31.1016075360727
"2005","DC",104.891680575786
"2005","PA",483.727314880394
"2005","WY",27.1380577412976
"2005","CO",227.163955031829
"2006","IA",119.771080185365
"2006","FL",750.011774766535
"2006","MD",305.607566963768
"2006","OH",463.371144904081
"2006","TN",232.766571898375
"2006","WI",220.407338606886
"2006","RI",54.0958732282792
"2006","AK",53.0965431317295
"2006","WV",54.3081959616105
"2006","AZ",248.418019533705
"2006","NH",62.7001278022121
"2006","OK",139.63208279356
"2006","NE",76.2001852292922
"2006","KY",162.85256978678
"2006","NM",87.4236794089665
"2006","IL",595.28731534716
"2006","NC",407.144662354306
"2006","VA",463.287177549973
"2006","CT",221.042459297803
"2006","MI",373.601792842401
"2006","DE",54.2418535509473
"2006","HI",89.4365799163042
"2006","GA",413.960195213832
"2006","CA",1878.29324757027
"2006","ME",48.6711521972036
"2006","MA",384.203503842761
"2006","MS",89.8694274915418
"2006","WA",330.969354567868
"2006","TX",1089.73722450358
"2006","AL",170.886494698635
"2006","NV",144.870919737867
"2006","SD",32.562375149581
"2006","MN",239.273575580139
"2006","VT",23.8202820599166
"2006","MO",227.669646311384
"2006","IN",243.792693141607
"2006","LA",207.126189399698
"2006","KS",118.064183932517
"2006","AR",92.1308546238919
"2006","NY",1014.68869900438
"2006","OR",144.864150642671
"2006","ND",28.5240985928565
"2006","SC",157.343175997419
"2006","ID",49.8202845329375
"2006","NJ",441.984155646945
"2006","UT",106.416079290437
"2006","MT",33.4174184131265
"2006","DC",108.324269686724
"2006","PA",503.42186481428
"2006","WY",32.2121682928025
"2006","CO",237.927450490953
"2007","IA",129.070888879244
"2007","FL",767.221508172286
"2007","MD",313.895270138708
"2007","OH",475.651752213434
"2007","TN",238.333868300149
"2007","WI",227.468619442593
"2007","RI",54.1068543708454
"2007","AK",57.9374603656193
"2007","WV",56.2241745208051
"2007","AZ",261.980679219041
"2007","NH",63.9846467394156
"2007","OK",146.413779714491
"2007","NE",81.2435036776925
"2007","KY",165.951816908535
"2007","NM",90.8820327693533
"2007","IL",622.818018824866
"2007","NC",423.506379481906
"2007","VA",481.495973487715
"2007","CT",237.062499109356
"2007","MI",383.078315393232
"2007","DE",55.3407382392728
"2007","HI",93.5117675265561
"2007","GA",428.109131443269
"2007","CA",1956.29088709202
"2007","ME",49.7667173056181
"2007","MA",408.823065846526
"2007","MS",94.9757179024124
"2007","WA",360.711912081198
"2007","TX",1184.87197546697
"2007","AL",176.740069902017
"2007","NV",147.653736747344
"2007","SD",35.499324607898
"2007","MN",248.654750141307
"2007","VT",24.1449263143466
"2007","MO",236.719033941935
"2007","IN",261.278768194487
"2007","LA",208.122686359822
"2007","KS",128.952139488408
"2007","AR",94.580463337892
"2007","NY",1054.97488937213
"2007","OR",150.596003969805
"2007","ND",31.2122700375932
"2007","SC",167.072099723451
"2007","ID",52.7093256594728
"2007","NJ",457.520428266327
"2007","UT",114.707936657036
"2007","MT",36.4482927098693
"2007","DC",114.079014030251
"2007","PA",536.368769697757
"2007","WY",35.8754573083769
"2007","CO",252.847623097809
"2008","IA",128.498819826895
"2008","FL",751.01173907206
"2008","MD",323.85321407547
"2008","OH",480.90509495047
"2008","TN",243.34702487881
"2008","WI",228.241599436363
"2008","RI",53.0022343467555
"2008","AK",63.7129650238306
"2008","WV",59.9937471819078
"2008","AZ",259.217510842318
"2008","NH",63.8535663797775
"2008","OK",160.394613859857
"2008","NE",82.8873855855584
"2008","KY",171.408260736139
"2008","NM",93.1478925731573
"2008","IL",624.216073605894
"2008","NC",444.794339908658
"2008","VA",489.79520443965
"2008","CT",244.053592646128
"2008","MI",364.840341222834
"2008","DE",54.1254109155927
"2008","HI",96.0395800288782
"2008","GA",430.988618608342
"2008","CA",1999.90304884547
"2008","ME",50.5479027331952
"2008","MA",422.055161809165
"2008","MS",101.336481546634
"2008","WA",370.510321783413
"2008","TX",1243.93682707437
"2008","AL",180.411505076477
"2008","NV",145.203860044224
"2008","SD",37.4874133717658
"2008","MN",253.652567317919
"2008","VT",25.2014383694979
"2008","MO",248.182277976219
"2008","IN",265.458987737385
"2008","LA",216.888370624624
"2008","KS",134.208208863772
"2008","AR",96.0297593127647
"2008","NY",1065.36485892705
"2008","OR",153.807045914417
"2008","ND",34.241026360336
"2008","SC",169.231077340388
"2008","ID",54.4005835914865
"2008","NJ",474.517051510704
"2008","UT",115.435851713547
"2008","MT",37.157085018952
"2008","DC",122.071289724204
"2008","PA",561.355090805386
"2008","WY",41.4406892506183
"2008","CO",262.940751424417
"2009","IA",128.282178456137
"2009","FL",726.633323077167
"2009","MD",330.741779330424
"2009","OH",468.427313812941
"2009","TN",243.598736431381
"2009","WI",229.070890436292
"2009","RI",53.2489798606013
"2009","AK",59.7535864155222
"2009","WV",61.2066436565709
"2009","AZ",248.398085905729
"2009","NH",64.5278942602763
"2009","OK",147.536611824002
"2009","NE",85.0777171929353
"2009","KY",171.342840573589
"2009","NM",92.4529900778098
"2009","IL",619.938534265967
"2009","NC",442.591823499553
"2009","VA",500.469546315472
"2009","CT",236.208972357938
"2009","MI",352.252865392221
"2009","DE",56.3925394236476
"2009","HI",95.5725662350037
"2009","GA",427.013311567576
"2009","CA",1937.38587763606
"2009","ME",51.1408554425105
"2009","MA",417.600999991362
"2009","MS",98.556296074962
"2009","WA",369.362193488759
"2009","TX",1175.53633058105
"2009","AL",178.281034876932
"2009","NV",139.549631021651
"2009","SD",37.1441495104646
"2009","MN",249.034667563028
"2009","VT",25.6126541504255
"2009","MO",250.677607767976
"2009","IN",255.716242588325
"2009","LA",208.16188581841
"2009","KS",131.909188155231
"2009","AR",94.4230082909429
"2009","NY",1093.71734389207
"2009","OR",149.907629218499
"2009","ND",34.362807320375
"2009","SC",169.515648641727
"2009","ID",52.9780231095706
"2009","NJ",462.004350207231
"2009","UT",113.95440263517
"2009","MT",36.3919752595338
"2009","DC",125.713085544525
"2009","PA",553.631589225574
"2009","WY",35.3909876782633
"2009","CO",258.303289427019
"2010","IA",132.840134799994
"2010","FL",738.535718252019
"2010","MD",344.548817928579
"2010","OH",480.875994389228
"2010","TN",247.693433324759
"2010","WI",235.885099554391
"2010","RI",54.3321942392632
"2010","AK",62.4153069856098
"2010","WV",62.777333273184
"2010","AZ",252.387234686169
"2010","NH",66.0793172842305
"2010","OK",154.37741856094
"2010","NE",88.8589310023787
"2010","KY",179.099333015261
"2010","NM",95.658656933333
"2010","IL",633.018449181986
"2010","NC",451.420259195396
"2010","VA",514.67257382179
"2010","CT",236.230452247635
"2010","MI",364.889441259462
"2010","DE",57.2513008065112
"2010","HI",98.8280288508765
"2010","GA",435.819417722156
"2010","CA",1987.56100897417
"2010","ME",51.8292201016577
"2010","MA",433.580479267881
"2010","MS",99.8240092845724
"2010","WA",380.824188451836
"2010","TX",1240.69492014136
"2010","AL",183.228223532573
"2010","NV",142.078914051752
"2010","SD",38.2171054423723
"2010","MN",259.704643318166
"2010","VT",26.7396972974211
"2010","MO",254.716017931582
"2010","IN",272.472560502553
"2010","LA",227.652287601409
"2010","KS",135.841904840714
"2010","AR",97.6428958440118
"2010","NY",1152.83628888412
"2010","OR",152.414297858629
"2010","ND",37.5168684991908
"2010","SC",172.751821252167
"2010","ID",54.2308600809098
"2010","NJ",468.526627759785
"2010","UT",118.31754961094
"2010","MT",38.3185307184762
"2010","DC",131.382699672317
"2010","PA",572.128910682286
"2010","WY",36.5057282561428
"2010","CO",266.016646183949
"2011","IA",138.821881824613
"2011","FL",750.203659052979
"2011","MD",360.531639295346
"2011","OH",510.095951098333
"2011","TN",258.10040598932
"2011","WI",245.011846946591
"2011","RI",54.6204347618313
"2011","AK",65.996280975649
"2011","WV",65.8731450036276
"2011","AZ",261.914627150846
"2011","NH",67.4616218012427
"2011","OK",165.244168928262
"2011","NE",96.6326674456901
"2011","KY",186.998437449536
"2011","NM",99.3610366946271
"2011","IL",658.353011458669
"2011","NC",464.302375597724
"2011","VA",523.971661380245
"2011","CT",235.115080738865
"2011","MI",381.970605592194
"2011","DE",60.1065042236951
"2011","HI",102.322401594015
"2011","GA",447.889679040757
"2011","CA",2059.81066034566
"2011","ME",51.8611427628697
"2011","MA",447.193961855251
"2011","MS",100.564109622834
"2011","WA",395.316274872881
"2011","TX",1337.25737812342
"2011","AL",190.531238793313
"2011","NV",145.625241724056
"2011","SD",42.3238342644054
"2011","MN",271.787939733665
"2011","VT",27.5189365106999
"2011","MO",256.342225787253
"2011","IN",280.447372227638
"2011","LA",230.141920347219
"2011","KS",143.414519648158
"2011","AR",101.644564638285
"2011","NY",1183.49784223144
"2011","OR",158.801987644696
"2011","ND",42.8922297917596
"2011","SC",178.796682279366
"2011","ID",55.4531522868352
"2011","NJ",474.627064396671
"2011","UT",124.373767644966
"2011","MT",40.7641703365581
"2011","DC",134.995813040167
"2011","PA",591.831796903382
"2011","WY",38.3338205647476
"2011","CO",276.926494549188
"2012","IA",149.178647287379
"2012","FL",774.555669480751
"2012","MD",371.820031760201
"2012","OH",525.599744893156
"2012","TN",272.122565220609
"2012","WI",254.95956405994
"2012","RI",55.9394420818904
"2012","AK",67.7931669515306
"2012","WV",66.5676504410788
"2012","AZ",272.081225877349
"2012","NH",69.7387981000369
"2012","OK",173.591838956197
"2012","NE",98.9961066788393
"2012","KY",191.614985277383
"2012","NM",101.284059780981
"2012","IL",689.506150389826
"2012","NC",477.646392135727
"2012","VA",537.643154116087
"2012","CT",242.277935310415
"2012","MI",401.768477580695
"2012","DE",61.774626337472
"2012","HI",107.290296877952
"2012","GA",461.506507402386
"2012","CA",2155.24268252148
"2012","ME",53.0433670978561
"2012","MA",465.709385806356
"2012","MS",103.90183201854
"2012","WA",417.229397864698
"2012","TX",1414.09998698138
"2012","AL",195.958055740904
"2012","NV",147.879666162978
"2012","SD",44.3519526881441
"2012","MN",282.319199691008
"2012","VT",28.3350920821443
"2012","MO",264.598089671803
"2012","IN",289.207797989501
"2012","LA",235.579530605193
"2012","KS",148.520097076961
"2012","AR",104.274266252802
"2012","NY",1262.6836948833
"2012","OR",162.58075485357
"2012","ND",53.6330049004815
"2012","SC",184.906679640255
"2012","ID",56.8135517167103
"2012","NJ",494.415066982644
"2012","UT",127.983530954589
"2012","MT",42.3749239054706
"2012","DC",135.528228940753
"2012","PA",614.64096779775
"2012","WY",37.4122246200914
"2012","CO",285.882656702784
"2013","IA",152.162763142205
"2013","FL",806.219003510644
"2013","MD",380.932681398921
"2013","OH",546.818071029047
"2013","TN",281.579894449217
"2013","WI",262.78933099006
"2013","RI",57.4971728741261
"2013","AK",67.0919749508932
"2013","WV",68.189501805216
"2013","AZ",279.197191410417
"2013","NH",72.5465634465765
"2013","OK",182.074345645874
"2013","NE",104.237277691062
"2013","KY",198.544915729127
"2013","NM",103.452637825099
"2013","IL",704.368830146325
"2013","NC",494.923522907074
"2013","VA",551.282361276698
"2013","CT",246.050223766897
"2013","MI",417.336917483277
"2013","DE",60.5549620548065
"2013","HI",110.976519652685
"2013","GA",478.606911651315
"2013","CA",2268.51897656927
"2013","ME",53.9379630817532
"2013","MA",475.925714404222
"2013","MS",105.659997723069
"2013","WA",436.167352830316
"2013","TX",1500.69178886598
"2013","AL",202.40671363731
"2013","NV",151.079030152384
"2013","SD",45.7997833563809
"2013","MN",292.689973539768
"2013","VT",28.4658348000624
"2013","MO",274.092475490515
"2013","IN",300.918668598254
"2013","LA",231.7158441729
"2013","KS",150.474413528583
"2013","AR",109.763178607869
"2013","NY",1291.78629479164
"2013","OR",167.005489304432
"2013","ND",55.8888611591743
"2013","SC",194.011589527404
"2013","ID",59.8847899721809
"2013","NJ",505.971282001382
"2013","UT",133.472859217886
"2013","MT",43.6351309869309
"2013","DC",138.911748083814
"2013","PA",635.793756608428
"2013","WY",37.695117944938
"2013","CO",300.448030936299
"2014","IA",163.246256826159
"2014","FL",846.442882016102
"2014","MD",394.108738666694
"2014","OH",579.562435490904
"2014","TN",293.526449801168
"2014","WI",273.683028140318
"2014","RI",58.4113528141744
"2014","AK",66.2944088959541
"2014","WV",69.241434558528
"2014","AZ",287.34935020519
"2014","NH",74.7076888542307
"2014","OK",194.059909901347
"2014","NE",107.338412797257
"2014","KY",202.6888035992
"2014","NM",109.041609487032
"2014","IL",730.188416464969
"2014","NC",516.689511519947
"2014","VA",564.596871648977
"2014","CT",248.686090575663
"2014","MI",433.895449293777
"2014","DE",66.7959013778834
"2014","HI",114.597980060223
"2014","GA",504.041528631842
"2014","CA",2396.79474973391
"2014","ME",55.9603926676629
"2014","MA",495.1752326439
"2014","MS",107.923736519986
"2014","WA",458.213316622899
"2014","TX",1567.91485500599
"2014","AL",205.662478901086
"2014","NV",157.712770946685
"2014","SD",46.8869721376075
"2014","MN",305.725003439802
"2014","VT",29.0994936985245
"2014","MO",280.435866524505
"2014","IN",314.967280936687
"2014","LA",242.555151775909
"2014","KS",155.798744024034
"2014","AR",112.642082663918
"2014","NY",1361.55305175088
"2014","OR",176.147327581323
"2014","ND",60.4961682025522
"2014","SC",203.164814125355
"2014","ID",62.4421623762301
"2014","NJ",517.796055795228
"2014","UT",139.960391590923
"2014","MT",45.0671274820597
"2014","DC",144.48147517239
"2014","PA",663.182046663553
"2014","WY",38.2469151782481
"2014","CO",318.814528198189
"2015","IA",169.270867281221
"2015","FL",904.819799593576
"2015","MD",411.500942240928
"2015","OH",594.715750499242
"2015","TN",312.444213565694
"2015","WI",285.052853970153
"2015","RI",60.6113913519848
"2015","AK",62.3082830488042
"2015","WV",67.244134037025
"2015","AZ",300.088052309593
"2015","NH",78.4442496694828
"2015","OK",184.692374615311
"2015","NE",111.251118944845
"2015","KY",208.373749950392
"2015","NM",107.952653099669
"2015","IL",758.142908042825
"2015","NC",544.983477873024
"2015","VA",588.979566867248
"2015","CT",260.659326283168
"2015","MI",457.538364732607
"2015","DE",70.5633142678003
"2015","HI",122.318839330446
"2015","GA",531.908842287833
"2015","CA",2547.01802096783
"2015","ME",57.5876961418597
"2015","MA",524.472319294835
"2015","MS",109.343039552731
"2015","WA",486.788929770514
"2015","TX",1563.9746136266
"2015","AL",211.595251456563
"2015","NV",167.087832482884
"2015","SD",48.575848979686
"2015","MN",314.279603556384
"2015","VT",30.12059670697
"2015","MO",290.518423057188
"2015","IN",318.933204902464
"2015","LA",237.021050866799
"2015","KS",160.29176402375
"2015","AR",113.42338398947
"2015","NY",1418.57756998646
"2015","OR",189.578078674118
"2015","ND",56.7303829038754
"2015","SC",215.580578515722
"2015","ID",64.5701346159225
"2015","NJ",539.309090762675
"2015","UT",147.857001333904
"2015","MT",46.730539001096
"2015","DC",148.710181075271
"2015","PA",681.445926590135
"2015","WY",36.7579404668829
